Ticker,Description,Price,Change %,Change from Open %,Pre-market Change %,Pre-market Volume,Average Volume (60 day),Volume,Relative Volume,Industry,Market Capitalization,Shares Float,Volatility,Relative Volume at Time
CAH,"Cardinal Health, Inc.",101.33,0.08889767,-0.22646711,,,2171963.58333334,1115854,0.40787378,Medical Distributors,24974617042,244930039.68,1.27097607,0.24725566
FWONK,Liberty Media Corporation - Series C Liberty Formula One,64.04,-0.48174048,-0.83617219,,,1001018.43333333,771293,0.49286978,Movies/Entertainment,24292251466.000004,202057243.221,2.04975747,0.34567697
TROW,"T. Rowe Price Group, Inc.",107.89,0.93554121,-0.02779837,1.06651698,473,1597406.43333333,875236,0.41364365,Investment Managers,24110212866.999996,218595225.42,1.68796046,0.33364941
HIG,"Hartford Financial Services Group, Inc. (The)",79.57,0.63235108,0.16364552,-2.36499304,162,1701486.36666667,1395951,0.72544977,Multi-Line Insurance,23932253364.000004,299499246.75,0.85238035,0.49176645
STT,State Street Corporation,77.19,0.23373588,-0.23264831,0,200,2068142.61666667,1536460,0.68921616,Investment Banks/Brokers,23819560817.000004,306741444.936,1.40883946,0.63387122
CCL,Carnival Corporation,18.93,-1.35487233,-1.09717868,-0.67743616,717194,32109545.51666667,38240384,1.07446324,Hotels/Resorts/Cruise lines,23745602500,983594667.45,5.56149733,0.89421622
FITB,Fifth Third Bancorp,34.47,0.20348837,-0.43327556,-0.95930233,237,5567706.88333333,3450724,0.42856545,Regional Banks,23474643086.999996,677246208.871,1.99504878,0.31219417
TSCO,Tractor Supply Company,211.92,0.10392064,-0.36202924,0.67548418,1018,1267218.75,1004872,0.71565046,Specialty Stores,22911562000.000004,107792360.85,1.89045309,0.54996091
EBAY,eBay Inc.,43.82,0.20580837,0.59687787,-0.41161674,4147,6769820.21666667,3330266,0.32562379,Internet Retail,22742579842,517460646,1.42669735,0.35006611
MTB,M&T Bank Corporation,136.52,0.22758975,-0.3285391,,,1047710.03333333,631889,0.45563555,Regional Banks,22658561924,165081241.79999998,1.50400824,0.29384007
CHD,"Church & Dwight Company, Inc.",91.9,0.11983876,-0.13040643,,,1669183.28333333,813734,0.57239624,Household/Personal Care,22642481283.000004,245894902.786,1.20258008,0.45593739
DTE,DTE Energy Company,109.62,-0.10934937,-0.76943967,,,1559916.48333333,949978,0.66091959,Electric Utilities,22610082332.999996,205668686.742,1.67959836,0.63583623
WBA,"Walgreens Boots Alliance, Inc.",26.22,0.61396777,0.69124424,-0.11511896,12670,12881653.9,9777115,0.59687259,Pharmaceuticals: Major,22606017942.999996,711501592.416,2.98449612,0.50577713
WPM,Wheaton Precious Metals Corp,49.86,0.62563068,-1.26732673,1.69525732,7113,1847050.36666667,1663425,0.69733851,Precious Metals,22586388069.154217,452355010.66,2.80662651,0.53540689
RIVN,"Rivian Automotive, Inc.",23.21,-1.56912638,-2.19131901,0.72094996,529294,42607541.01666667,23996638,0.56451314,Motor Vehicles,22232685861.000004,668776080,4.33070175,0.40542041
ILMN,"Illumina, Inc.",140,-0.16401626,-0.35587189,0.04991799,28879,2656691,1659665,0.5369589,Biotechnology,22232000426.999996,158128117.2,3.46850109,0.43241418
PHM,"PulteGroup, Inc.",102.43,0,-0.58235465,0.45884995,355,2256976.81666667,1410203,0.51647367,Homebuilding,22083394477.999996,214103944.98,1.05903118,0.38636814
ZM,"Zoom Video Communications, Inc.",72.5,0.83449235,0.52689961,0.29207232,20876,3944540.01666667,2386871,0.39869292,Packaged Software,22070829104,229611794.702,1.63957301,0.46788884
HWM,Howmet Aerospace Inc.,53.57,0.18702076,0,-0.13091453,3830,2407091.06666667,1352749,0.50993631,Aerospace & Defense,22057144931,407253931.68,0.8983717,0.44248465
HPE,Hewlett Packard Enterprise Company,17.09,0.52941176,0.23460411,-0.58823529,1452,10738654.59999994,6112606,0.46473684,Computer Processing Hardware,21924158705.999996,1277559222.48,1.29564193,0.4306531
TECK,Teck Resources Ltd,42.08,-0.75471698,-1.15104534,-0.77830189,3180,3777361.83333333,2592311,0.64629453,Coal,21873654291.509678,506049024,2.02863962,0.53090417
EXPE,"Expedia Group, Inc.",155.31,0.51126068,0.2776343,0.23297955,2103,2496900.06666667,1940267,0.78411601,Other Consumer Services,21564519089.000004,132480386.125,1.25260281,0.60224515
ARES,Ares Management Corporation,115.8,0.5382879,0.04319654,0.98975517,100,1016634.41666667,415412,0.39024909,Investment Managers,21490951078.999996,154552770.686,1.41088895,0.26949584
ES,Eversource Energy (D/B/A),61.08,0.27910031,0.11473529,,,2995053.78333333,1062202,0.36800429,Electric Utilities,21336846946,347907736.44,2.02335911,0.26094342
ETR,Entergy Corporation,100.22,0.49132658,-0.12954659,,,1736850.5,1170589,0.68921418,Electric Utilities,21193832686,210480768.684,1.54030806,0.36914558
OWL,Blue Owl Capital Inc.,14.97,-0.06675567,-0.26648901,,,5280663.46666667,2949324,0.47454101,Investment Managers,21091299030,443207243.269,1.07697456,0.33657437
LYV,"Live Nation Entertainment, Inc.",91.43,0.03282276,0.17530404,-0.43763676,190,2071152.61666667,1862997,0.66293458,Movies/Entertainment,21058648024,143467369.575,1.51382185,0.73318178
SIRI,Sirius XM Holdings Inc.,5.47,-0.18248175,-0.18248175,1.23175182,2705,13130328.35,8635431,0.44459602,Broadcasting,20998999339.000004,620334314.6,1.85528757,0.30178618
ALGN,"Align Technology, Inc.",271.87,-0.81357169,-1.28177197,,,1277574.86666667,895303,0.47874772,Medical Specialties,20822283397,71620152.37020001,2.57848783,0.40249094
ROL,"Rollins, Inc.",42.98,0.39710348,0.04655493,,,2339541.91666667,1089637,0.52701715,Other Consumer Services,20803946219.000004,277953981.12,0.83118708,0.4317008
FE,FirstEnergy Corp.,36.23,-0.27525461,-0.73972603,,,3781742.93333333,4446020,1.04795504,Electric Utilities,20789310642.000004,573144784.08,1.60220994,0.86850149
BLDR,"Builders FirstSource, Inc.",167.24,1.59154416,1.45595729,0.59531041,240,2051572.45,1409877,0.32456987,Home Improvement Chains,20628514699.999996,120464750.651,2.13568604,0.45311893
IFF,"International Flavors & Fragrances, Inc.",80.7,0.31075202,-0.50548638,0.75823493,952,2065463.8,1174090,0.58398483,Food: Specialty/Candy,20601026165,229714084.545,2.01045687,0.52164506
VLTO,Veralto Corp,81.64,0.64102564,1.24007937,0.09861933,353,3728881.08333333,712712,0.26992842,Information Technology Services,20108589843,231394909.2,2.19917531,0.19245231
BRO,"Brown & Brown, Inc.",70.48,0.0994177,-0.19824412,,,1377529.68333333,824106,0.5027912,Insurance Brokers/Services,20058456673,237423604.716,1.43041053,0.32836095
PPL,PPL Corporation,26.82,1.62940508,1.24575311,,,6998797.71666667,7840918,0.97045853,Electric Utilities,19769675905,735248756.544,2.2675737,0.75975205
STLD,"Steel Dynamics, Inc.",121.84,1.37282636,1.01981594,,,1369415.63333333,679353,0.36260399,Steel,19715717781,151405891.27199998,1.83343045,0.30843106
GPC,Genuine Parts Company,138.98,0.36831083,0.39731272,,,1109858.85,452413,0.40402943,Wholesale Distributors,19484526309.999996,139696356.513,1.37080981,0.41584553
DRI,"Darden Restaurants, Inc.",161.84,-0.22809938,-0.1542353,,,1034459.13333333,745839,0.55942869,Restaurants,19471730165,119849260.635,0.93167702,0.4193687
BAX,Baxter International Inc.,38.38,-1.36211771,-1.96679438,0.10280134,145,5233965.38333335,4402841,1.04573047,Medical Specialties,19471075947,503510952.816,3.04217261,0.82162252
CTRA,Coterra Energy Inc.,25.78,0.15540016,-0.46332046,0.62160062,5975,6763756.36666666,3901840,0.49805638,Integrated Oil,19391502837,738845857.344,0.97295194,0.39672396
TRGP,"Targa Resources, Inc.",86.71,-0.45918953,-0.94813799,,,1739973.1,874189,0.57225179,Gas Distributors,19334214176.000004,218858302.208,1.56123511,0.49998511
AEE,Ameren Corporation,72.07,-0.04160888,-0.71635211,0,100,2136527.16666667,2006022,0.56146394,Electric Utilities,18950450996,261762799.28000003,1.64025577,0.33400787
CCJ,Cameco Corporation,43.62,-0.04582951,-0.6151743,0.45829514,8839,5317244.51666667,4003136,0.65482975,Other Metals/Minerals,18925211191.262608,431951221.485,2.15797933,0.45586108
PBA,Pembina Pipeline Corp.,34.34,0.64478312,0.14581511,0.11723329,100,1169744.81666667,941538,0.53351165,Oil & Gas Pipelines,18865352740.999344,548704163.56,1.16890707,0.49325692
PFG,Principal Financial Group Inc,78.9,0.24139245,-0.2276176,,,1323857.83333333,1050207,0.85937328,Investment Managers,18810715793,237121237.432,1.40374332,0.52897946
EXPD,"Expeditors International of Washington, Inc.",128.91,1.76837452,1.33637293,,,1405833.48333333,848980,0.55978614,Air Freight/Couriers,18742144706,144406897.305,1.94281669,0.49585503
K,Kellanova,54.48,1.16991643,0.88888889,,,2962980.46666667,2277615,0.72266455,Food: Specialty/Candy,18660475544.000004,286648137.59999996,1.48626578,0.66059041
VFS,VinFast Auto Ltd.,7.99,-1.47965475,-1.11386139,-0.24660912,49127,4501071.06666667,2695751,0.71842891,Motor Vehicles,18634511158.000004,31799733.6891849,5.66666667,0.51698198
VRT,"Vertiv Holdings, LLC",48.78,0.41169205,0.43236566,0,2326,6733880.75,2421832,0.41572508,Electronic Production Equipment,18606715797,356842805.42,1.99170124,0.34135038
NTAP,"NetApp, Inc.",89.4,-0.16750419,-0.58934727,0.31267448,100,1897803.45,828399,0.32271401,Computer Peripherals,18419176331,205353982.134,1.10099989,0.24872225
IOT,Samsara Inc.,34.01,0.6510802,0.44300059,0.9766203,15345,3115713.68333333,2662597,0.59792023,Packaged Software,18377514705,168590158.74490502,4.09982175,0.49526759
HBAN,Huntington Bancshares Incorporated,12.66,0.15822785,-0.62794349,0.47468354,16671,15910323.11666667,11808100,0.56672934,Major Banks,18332630206.000004,1430312058.4,1.86878728,0.45571842
ENPH,"Enphase Energy, Inc.",133.99,0.09711639,-1.38367557,1.66591962,59982,5700922.06666667,4146189,0.50978484,Semiconductors,18296499220.999996,131395516.995,3.81702514,0.38482897
WMG,Warner Music Group Corp.,35.29,-0.14148274,-0.02832861,,,1385782.26666667,956684,0.60147107,Commercial Printing/Forms,18209478066,130946724.43499997,0.96426546,0.53331667
MKC,"McCormick & Company, Incorporated",67.87,0,-0.46927702,,,2281335.91666667,1003074,0.6149467,Food: Specialty/Candy,18207761605,250779120.233,1.96165192,0.53375619
FSLR,"First Solar, Inc.",170.39,0.20583392,-0.49056824,1.44671842,9126,2552443.11666667,1314664,0.36516057,Semiconductors,18205184496.000004,100105883.14,1.71356212,0.27865893
BMRN,BioMarin Pharmaceutical Inc.,96.21,1.10340479,1.03969754,,,1807834.2,3668977,2.42157039,Biotechnology,18122902360,184708763.232,2.67899354,2.95352231
WRB,W.R. Berkley Corporation,70.21,0.64506881,0.31433062,,,1337851.16666667,957056,0.58924132,Property/Casualty Insurance,18105195678,201587310.048,0.90154551,0.43951589
TSN,"Tyson Foods, Inc.",51.94,0.54200542,0.54200542,0.09678668,100,2711759.78333333,1946796,0.64989757,Food: Meat/Fish/Dairy,18087528452,277718300.69100004,1.60915083,0.58603513
SWKS,"Skyworks Solutions, Inc.",112.84,0.58834017,0.31113877,0.32091282,1439,1755902.53333333,814518,0.40326215,Semiconductors,18049306325,159387479.66,1.38467036,0.39001177
AKAM,"Akamai Technologies, Inc.",119.62,0.10879572,-0.21688355,0.36823165,135,1423187.43333333,984616,0.63300908,Data Processing Services,18042471409,148096812.51200002,0.76297476,0.36735517
BALL,Ball Corporation,57.2,0.82848581,0.68649886,,,2296903.5,1014706,0.42237018,Containers/Packaging,18035229367.000004,313313973.098,1.56486534,0.3029241
ENTG,"Entegris, Inc.",120.01,0.31764608,-0.39837331,0.56841929,449,1343636.51666667,774342,0.48258152,Industrial Machinery,18020568682.000004,149226062.133,2.9622753,0.39262132
RF,Regions Financial Corporation,19.27,0.67920585,0.15592516,0.57471264,448,10088287.36666667,4685533,0.42586194,Major Banks,17922351847,927664502.235,1.72955975,0.3571532
CNP,"CenterPoint Energy, Inc (Holding Co)",28.38,0.28268551,-0.28109628,,,4841093.03333333,2239298,0.46855196,Electric Utilities,17914124436.999996,629488134,1.44646322,0.37247679
STX,Seagate Technology Holdings PLC,85.16,-0.16412661,-0.30437837,-0.33997655,100,2445476.13333333,1003517,0.38001013,Computer Peripherals,17814109395,208007967.552,1.03724658,0.32006714
ALB,Albemarle Corporation,150.09,3.19009969,2.84363437,-0.11687865,5312,3242415.31666667,2601713,0.71039144,Chemicals: Specialty,17613552087.000004,117010329.24,5.56198006,0.59580449
CLX,Clorox Company (The),141.86,0.49589119,-0.02818887,0.18418816,320,1713373.3,720741,0.65802629,Household/Personal Care,17599024700,123765476.406,1.83135799,0.63911817
LUV,Southwest Airlines Company,29.5,-0.33783784,-0.50590219,0.47297297,4270,8415381.53333333,6409611,0.58658062,Airlines,17585403015,593604163.62,1.70299728,0.34194145
HRL,Hormel Foods Corporation,31.76,0.28418061,0.03149606,-0.06315125,450,3530885.01666667,1526451,0.51636018,Food: Meat/Fish/Dairy,17367641317,288460834.20000005,1.28245725,0.43741858
NTRS,Northern Trust Corporation,83.84,0.0477327,-0.68704099,,,1510640.11666667,860141,0.61489877,Investment Managers,17357929086,202719092.364,1.25194681,0.38602257
YUMC,"Yum China Holdings, Inc.",41.59,0.14447387,1.29079396,-1.4928967,866,2594057.46666667,2236540,0.76791331,Restaurants,17203881001,400653682.088,1.72917681,0.57475752
WDC,Western Digital Corporation,52.66,0.53455517,0.3047619,0.24818633,5025,5524221.9,2936503,0.47994866,Computer Peripherals,17074644970.000002,319389406.533,1.2444955,0.38890571
ATO,Atmos Energy Corporation,114.91,1.01978022,0.55127756,,,1179570.16666667,375086,0.33856017,Gas Distributors,17063688429.999996,148018436.864,1.68354597,0.31815084
HOLX,"Hologic, Inc.",71.04,-0.0422119,-0.07033338,-0.09849444,191,1911521.16666667,1391967,0.72431678,Medical Specialties,17049798589.000004,236879600.958,1.09386027,0.28032837
OMC,Omnicom Group Inc.,86.08,-0.40495198,-0.58898256,,,1332526.53333333,1227530,0.73236814,Advertising/Marketing Services,17038174025.000002,195802844.622,1.5747113,0.72304413
MGA,"Magna International, Inc.",59.03,0.23773136,0.28882093,0.10188487,307,1128111.28333333,652673,0.68436857,Auto Parts: OEM,16903916866.433935,267712312.597,1.22181283,0.51069515
DT,"Dynatrace, Inc.",55.37,0.25348542,0.07229351,0.12674271,4924,2352549.95,3046104,1.2793461,Packaged Software,16854321491,268737591.23399997,1.45799162,0.53489559
CMS,CMS Energy Corporation,57.23,0.56229134,0,,,2785902.13333333,1602203,0.59759585,Electric Utilities,16697627821.999998,290315099.976,1.62929222,0.48414419
DKNG,DraftKings Inc.,35.72,1.73739675,1.47727273,0.14240957,51959,12901125.96666667,11065647,0.9376424,Movies/Entertainment,16654162786.000002,444518386.494,3.25284091,0.77448645
RPRX,Royalty Pharma plc,27.55,0.62089116,0.62089116,0.03652301,1914,2388094.18333333,1205786,0.38446266,Pharmaceuticals: Major,16570569815,380294591.313,1.44424132,0.34402358
TER,"Teradyne, Inc.",107.63,0.97570129,0.58878505,0.38465147,200,1627501.01666667,832239,0.37596044,Electronic Production Equipment,16454338194,152311207.394,1.19192867,0.34118607
JBL,Jabil Inc.,127.88,-0.67572816,-0.68344206,-0.13203883,1833,2282863.18333333,879860,0.18136162,Electronic Components,16451433049,125023271.304,1.62993635,0.22848591
EDR,"Endeavor Group Holdings, Inc.",23.54,0.46948357,0.5982906,,,3360781.28333333,994617,0.31787986,Media Conglomerates,16431275714.999998,190425665.169,1.4957265,0.34602543
BBY,"Best Buy Co., Inc.",76.14,0.42205223,0.54139707,-0.17145872,369,2810490.01666667,2100128,0.61701022,Electronics/Appliance Stores,16400248688,192025964.792,1.48265819,0.46361613
SMCI,"Super Micro Computer, Inc.",289.72,-4.75376422,-5.80355691,1.24597278,31670,3288124.8,4439478,1.27239009,Computer Communications,16090503167,46749917.6703,8.48973864,1.0707382
EQT,EQT Corporation,38.99,-0.07688365,-0.23029683,0,3071,5417361.7,3310982,0.4234085,Oil & Gas Production,16037835398.999998,384149124.78,1.36597938,0.33471955
CNHI,CNH Industrial N.V.,11.98,0.67226891,0.58774139,0,145765,12245293.46666667,9193136,0.48102411,Trucks/Construction/Farm Machinery,15939193429,898920185.2800001,1.42857143,0.41862153
TXT,Textron Inc.,80.43,0.44960659,0.33682635,,,1292555.48333333,835062,0.6392001,Aerospace & Defense,15764718193,194820345.78,1.42428786,0.43019896
SYF,Synchrony Financial,37.94,-0.2890933,-0.86229423,,,4510190.6,2337439,0.42623175,Finance/Rental/Leasing,15699737697,410880474.74,1.58562368,0.35450946
AER,AerCap Holdings N.V.,74.25,0.54163846,0.6916192,,,2001355.15,956117,0.49890997,Finance/Rental/Leasing,15601399441,210119789.88000005,1.95280716,0.46442507
BAM,Brookfield Asset Management Inc,39.8,1.04087332,0.83607803,-0.63467885,1000,1619074.58333333,1962744,0.94591805,Investment Managers,15588953460.985598,332485549.710384,1.57081328,0.49806307
BSY,"Bentley Systems, Incorporated",52.6,2.41433022,1.72113711,0.7788162,264,1018509.96666667,994658,0.89839473,Packaged Software,15565504623,207696872.97,3.17798663,0.89518206
AVTR,"Avantor, Inc.",22.94,0.218436,-0.43402778,0.91743119,200,8416369.5,6046507,0.75130246,Chemicals: Specialty,15516299087.999998,659106366.858,2.17200527,0.71453728
CFG,"Citizens Financial Group, Inc.",33.06,0.45578851,-0.21128886,,,5779377.56666667,3662865,0.56089649,Major Banks,15413331745,463095576.116,2.19044722,0.41742029
CF,"CF Industries Holdings, Inc.",80.45,0.77665038,0.3117207,0.57622448,545,2176236.23333334,1598948,0.72426426,Chemicals: Agricultural,15370495107,190153069.344,2.06180234,0.65541403
LW,"Lamb Weston Holdings, Inc.",104.7,0.71181224,0.46056419,-3.72258561,170,2169916.58333333,889995,0.64404843,Food: Specialty/Candy,15173861455,142529182.785,2.11823609,0.50019918
MGM,MGM Resorts International,44.38,-0.24724657,-0.20238363,0.20229265,400,4885141.71666667,3022315,0.53023648,Casinos/Gaming,15159470504.000002,274322574.63600004,1.31103074,0.38536412
PODD,Insulet Corporation,216.18,-1.27414714,-1.13418092,-0.44298306,464,1310729.63333333,550668,0.57261269,Medical Specialties,15095333046,69388873.1892,2.55660024,0.52285809
MAS,Masco Corporation,67.22,-0.23745919,-0.69434185,,,1830250.06666667,1146995,0.57771156,Building Products,15090950790,223593566.958,0.90936196,0.45706576
SWK,"Stanley Black & Decker, Inc.",98.16,1.2794057,0.87349707,0.5984317,105,1499559.76666667,984265,0.59519695,Tools & Hardware,15049047720,150363136.09199998,2.12371134,0.49642324
SSNC,"SS&C Technologies Holdings, Inc.",60.71,0.66323993,0.51324503,,,1144224.11666667,804359,0.69200994,Information Technology Services,15026677999,214696120.948,1.07080601,0.58028534
GDDY,GoDaddy Inc.,105.91,-0.92609916,-1.15725618,,,1522339.68333333,792380,0.44735449,Data Processing Services,14947132626,140044407.025,1.51271627,0.45852664
U,Unity Software Inc.,39.21,-1.25912868,1.84415584,-3.22336943,389265,11840187.53333333,11590687,0.87951819,Packaged Software,14900546326.999998,229131315.993,6.09137056,0.66084765
GEN,Gen Digital Inc.,23.14,-0.17256255,-0.68669528,0.51768766,804,4154054.3,2001855,0.55709853,Packaged Software,14826150979.999998,582517575.12,2.16251638,0.50732258
AFRM,"Affirm Holdings, Inc.",49.06,2.33625365,0.12244898,2.2110972,686306,20044558.56666667,24487556,0.77308947,Finance/Rental/Leasing,14803070172.999998,224870160.6,4.67872739,0.5871286
OKTA,"Okta, Inc.",89.36,0.35938904,0.35938904,0.07861635,2440,2984625.06666667,1843238,0.5562935,Packaged Software,14775264589.000002,154454059.55499998,1.87180942,0.4476452
BG,Bunge Limited,101.64,0.40501828,0.40501828,,,1159507.58333333,741054,0.50628399,Agricultural Commodities/Milling,14767070110,144073682.896,1.91430272,0.35518892
BEN,"Franklin Resources, Inc.",29.7,0.50761421,0.16863406,-0.13536379,2100,3483018.65,1877612,0.46478569,Investment Managers,14689156496,284103887.12,1.48749155,0.4097188
CG,The Carlyle Group Inc.,40.7,-0.51332193,-0.68326013,0.17110731,601,3469467.26666667,1559550,0.41348337,Investment Managers,14684383405,192091037.564,1.57402853,0.32399255
MRO,Marathon Oil Corporation,24.64,-0.28328612,-1.00441945,0.93079725,11131,10201146.8,5571926,0.47140275,Oil & Gas Production,14420494975,582840464.336,1.62956946,0.41788481
PATH,"UiPath, Inc.",25.41,0.63366337,0.59382423,0.11881188,55628,9043326.61666667,5108990,0.41572442,Packaged Software,14384047898.000002,418845264.552,2.12680578,0.31357496
XP,XP Inc.,26.16,0.92592593,0.30674847,0.46296296,1604,5468605.73333333,3546269,0.35516766,Investment Banks/Brokers,14337857577.000002,340393083.93,2.54602429,0.3227243
INCY,Incyte Corporation,62.85,1.88036959,1.50193798,,,1944336.05,980135,0.31172274,Pharmaceuticals: Major,14085265246,221720222.169,2.78272124,0.21301488
FOX,Fox Corporation,27.75,-0.50197203,-0.53763441,,,1570452.23333333,1204781,0.5678234,Broadcasting,13996041250,131948918.09999998,2.28343603,0.55349544
FOXA,Fox Corporation,29.81,-0.5338672,-0.93054171,0.4337671,573,3801431,2640617,0.56971865,Broadcasting,13996041250,248171315.848,2.50126753,0.51661346
AMCR,Amcor plc,9.68,-0.30895984,-0.30895984,-0.82389289,8095,8249703.03333333,5846256,0.61764433,Containers/Packaging,13990923215.000002,1440551588.5800002,1.24223602,0.54728457
UAL,"United Airlines Holdings, Inc.",42.55,-0.07045561,-0.07045561,-0.04697041,32796,8350605.8,4964191,0.59603354,Airlines,13957119130.999998,326497625.256,1.70373876,0.47376344
NWSA,News Corporation,23.8,0.42194093,-0.08396306,0.54852321,263,3085773.61666667,1202044,0.45671553,Publishing: Newspapers,13846354649.000004,380911199.532,1.01458465,0.37347668
NWS,News Corporation,24.94,0.52398227,0.32180209,,,1227949.55,442301,0.42152878,Publishing: Newspapers,13846354649.000002,103932007.02,2.227217,0.3849588
APP,Applovin Corporation,41.21,-4.1627907,-2.7607362,-2.3255814,8527,2791938.95,1898110,0.59696302,Packaged Software,13838382332,135904829.17200002,4.5211473,0.50571556
TWLO,Twilio Inc.,76.28,0.09185146,-0.03931333,0.42002362,6085,2758338.31666667,1408133,0.4704279,Packaged Software,13809949288,171441565.538,1.98006645,0.38422684
CAG,"ConAgra Brands, Inc.",28.66,0.66736916,0.27991603,0.80786793,100,4528915.05,3015801,0.62375974,Food: Specialty/Candy,13698558938,475650811.136,1.40548138,0.58941132
Z,"Zillow Group, Inc.",58.79,0.06808511,-0.42344173,0.93617021,1349,3892088.45,2631477,0.40475734,Information Technology Services,13693411773,153876424.086,1.5239726,0.33848017
FNF,"FNF Group of Fidelity National Financial, Inc.",50.18,1.33279483,0.72260136,,,1744646.13333333,978370,0.51374351,Specialty Insurance,13656901779.000002,257314502.67999995,1.4898389,0.55376887
VST,Vistra Corp.,38.02,0.60862662,0.31662269,-0.2910823,400,4060937.16666667,1610078,0.34203041,Electric Utilities,13594140041,351496856.88,0.979095,0.3103326
CRBG,Corebridge Financial Inc.,21.59,-0.46104195,-0.91785223,,,3923273.5,2002271,0.3868226,Investment Managers,13592973962.000002,249281075.554082,1.51197953,0.28714241
H,Hyatt Hotels Corporation,130.49,0.35376452,0.27664643,,,1031747.53333333,447488,0.43863851,Hotels/Resorts/Cruise lines,13458600900,42849414.15480001,1.1377709,0.35142423
KEY,KeyCorp,14.29,0.07002801,-0.55671538,0.91036415,29892,15497379.4,7005275,0.41424211,Major Banks,13379158992.999998,932641355.1,2.18309859,0.2993943
EXAS,Exact Sciences Corporation,73.51,2.91194176,2.13978046,0.81198376,612,1631334.71666667,2577078,1.1439003,Medical Specialties,13294279848,179158148.25,4.62723136,0.82906851
SJM,The J.M. Smucker Company,124.76,0.88953582,0.28938907,,,1481439.75,700476,0.42150101,Food: Specialty/Candy,13242501520,103498997.664,1.66653183,0.35677671
TAP,Molson Coors Beverage Company,61.36,0.5242464,0.01629992,,,1649247.58333333,757440,0.41204344,Beverages: Alcoholic,13234993043,193068320.07,1.70157068,0.36346462
TRU,TransUnion,68.05,0.08824827,-0.46804154,,,2576436.58333333,962774,0.41871696,Financial Publishing/Services,13181285383,192818858.7,1.81494926,0.29438817
FLEX,Flex Ltd.,30.33,0.89820359,0.46372971,-0.332668,1100,4499878.01666667,2584653,0.46062837,Electronic Production Equipment,13144962544,429843703.002,1.59297659,0.30325905
TRMB,Trimble Inc.,52.44,0.15278839,-0.13330794,,,1667186.88333333,785232,0.42311048,Packaged Software,13045370655,247544558.976,1.97115385,0.24463958
ROKU,"Roku, Inc.",91.34,-0.7605389,-1.67922497,1.03215993,54670,7193978.48333333,8522619,1.44901676,Electronics/Appliances,13015569415.999998,124325226.948,5.90782898,1.04995719
LNT,Alliant Energy Corporation,50.94,0.73165909,-0.11764706,1.00850307,1255,1861036.18333333,1468546,0.71871579,Electric Utilities,12998822617,254731926.392,1.89237138,0.68116011
ACI,"Albertsons Companies, Inc.",22.53,-1.14085125,-0.44189129,0.7898201,1418,2654912.68333333,4507395,1.19215011,Food Retail,12974864306,330908693.69299996,1.95555556,1.22879299
CPB,Campbell Soup Company,43,0.53776011,0.20974132,0.63128361,200,2984966.35,2051797,0.55092325,Food: Major Diversified,12818293701,196619307.5,1.34220355,0.46379676
LKQ,LKQ Corporation,47.8,0.78009699,0.42016807,0.33733924,227,1772181.16666667,1037768,0.45520125,Automotive Aftermarket,12791199857,265686279.888,1.47554806,0.29350682
AES,The AES Corporation,19.1,1.32625995,0.73839662,-0.53050398,1728,8563259.65,2907712,0.42065844,Electric Utilities,12789915862,666103403.315,2.46553552,0.32867217
VTRS,Viatris Inc.,10.65,0,-0.18744142,0.18779343,900,9148882.83333333,6034393,0.56516468,Pharmaceuticals: Major,12776495910.999998,1176313624.77,1.69811321,0.51158489
IP,International Paper Company,36.64,0.16402406,0.02730003,0.46473483,400,3154224.61666667,1664565,0.51768356,Containers/Packaging,12678073788,342016005.429,0.9591669,0.4444717
IPG,"Interpublic Group of Companies, Inc. (The)",32.86,-0.33363664,-0.75505889,,,3885044.01666667,2173548,0.52818597,Advertising/Marketing Services,12585515613,381600673.344,1.40801959,0.44577892
AGR,"Avangrid, Inc.",32.34,-0.24676126,-0.94946401,,,1197068.91666667,419576,0.463699,Electric Utilities,12508171112.000002,70879653.46,2.31982679,0.30895329
DINO,HF Sinclair Corporation,56.87,0.10561521,-0.68110374,0.54567858,200,2031284.58333333,1137850,0.45401903,Oil Refining/Marketing,12482669725,184180888.44,1.9169891,0.38419339
BURL,"Burlington Stores, Inc.",191.83,0.70873583,1.0588979,0,841,1749348.88333333,766653,0.61135189,Apparel/Footwear Retail,12377880921,64243324.439,2.52380952,0.35880994
DOCU,"DocuSign, Inc.",60.69,0.36381677,0.46349942,-0.01653713,7165,4330954.58333333,2840883,0.26645783,Packaged Software,12376747119.999998,201573667.884,1.73763187,0.13642173
GFL,"GFL Environmental Inc. Subordinate voting shares, no par value",33.32,-0.059988,-0.83333333,,,1446910.51666667,838419,0.43766516,Environmental Services,12327900132.153847,219961663.156,1.98138697,0.2304973
TECH,Bio-Techne Corp,77.52,-0.25733402,-1.09721868,,,1235391.51666667,642812,0.43704099,Biotechnology,12259816567.000002,156535604.79999998,2.04386193,0.23442169
AOS,A.O. Smith Corporation,81.73,0.20843551,-0.26845638,0.04904365,140,1035721.8,449429,0.39295376,Building Products,12154921610.999998,120710936.592,0.97242738,0.34459521
KMX,CarMax Inc,76.52,-2.58434118,-1.82191429,-0.57288351,3782,2256001.35,2309353,0.70517914,Specialty Stores,12141292285,157999531.71600002,3.72996828,0.48219412
FND,"Floor & Decor Holdings, Inc.",113.71,-0.27188213,-0.40290794,,,2159110.91666667,666396,0.41281266,Home Improvement Chains,12118062422,104750956.66999999,1.37921859,0.28798676
